52.3328		61.2697
63.2753		47.4634
44.9823		67.8888
24.9716		85.4074
11.4525		93.2669
65.6032		45.1143
70.9791		32.3128
53.5968		58.9199
44.2661		70.0083
32.9761		79.1434
80.2288		11.9661
69.6223		37.4786
74.5095		32.6461
71.3648		36.1282
73.4507		28.0701
56.0955		54.9617
73.4187		29.248
30.3292		81.9062
55.1052		54.4154
32.4348		80.7029
45.1104		69.3065
24.1753		86.3661
31.1809		81.7148
26.118		84.7027
43.6181		69.4736
6.3673		94.1896
62.5304		46.3909
81.2819		9.75958
69.7871		37.1542
68.2139		39.823
46.0573		68.0764
43.1292		70.3929
60.0495		52.5582
29.2248		82.963
81.6519		14.0224
81.3228		7.96236
81.8007		21.6778
8.9017		92.7729
51.1834		62.0327
74.6606		26.9669
49.2388		62.3062
25.9524		85.2539
79.8355		20.6236
71.6899		30.9892
9.41746		92.7085
69.1155		34.0705
72.786		33.1352
71.4018		37.1203
54.3191		57.6415
21.8117		86.9644
59.8147		52.2592
36.3004		76.8474
71.0341		37.9591
15.4357		90.4792
49.2935		64.3311
46.8588		68.7233
22.5131		87.7837
30.7738		81.7159
6.48722		93.9617
29.7421		81.9964
34.7051		78.1734
20.2821		89.1468
77.0689		21.7164
75.4548		22.3246
13.4155		92.3177
55.0436		55.8008
61.7477		48.1106
28.5504		83.495
4.03413		95.6463
5.38153		91.4271
59.5281		50.9844
27.26		84.9712
55.4014		57.0192
72.1664		33.2946
69.8483		35.6923
40.3626		73.4283
39.5733		72.8057
52.99		60.796
81.191		23.9147
27.3267		84.3358
31.1623		81.3961
19.326		88.6533
43.9252		68.9794
80.2131		8.47722
3.54599		92.9465
57.5664		53.8128
72.3649		34.6
68.5104		36.6031
73.9283		29.2951
76.3997		21.7747
52.487		60.1105
25.5134		85.17
53.0892		59.9516
35.8648		76.9459
74.6021		29.7784
47.6188		65.3367
41.2163		71.5263
53.2246		56.8974
59.2854		50.3032
58.5253		54.4919
71.9977		33.8201
30.862		81.0229
55.4485		57.6614
76.418		27.9232
55.792		57.5913
54.2983		57.9299
58.9617		50.5781
79.9205		13.7892
81.4315		7.14478
19.286		89.7343
80.397		18.2862
48.0073		65.4166
80.208		18.2747
28.3906		83.3534
47.3103		65.3609
19.6547		87.3054
45.7882		66.5478
22.8036		87.1841
80.3604		16.9612
44.7862		67.8645
79.9209		21.5062
58.5703		54.0448
56.0515		54.6262
50.6397		61.4317
43.28		70.5324
79.2875		14.9837
23.2607		86.822
64.8993		43.5588
30.602		80.8539
29.4534		83.429
71.6075		32.5161
26.8287		83.7873
55.6944		56.9114
34.7028		77.6813
73.3		35.546
43.4634		70.455
48.406		64.9076
55.1039		57.2783
64.1511		43.9482
69.9437		34.0644
70.784		37.9487
82.0445		17.5506
48.5799		63.4195
58.2203		53.731
73.7592		25.4474
15.5563		90.6608
51.4803		61.3092
44.1418		68.9288
11.0541		93.6182
41.0726		71.9548
52.0414		60.6234
66.0264		44.0184
76.2398		27.7776
5.89932		92.9046
26.228		84.796
82.1458		19.9509
57.6634		55.1613
52.1116		60.4608
73.326		31.8305
25.9898		84.9466
54.3361		56.409
72.7604		29.5959
26.0656		85.144
8.19314		94.7467
54.4009		58.0073
58.0991		52.7845
51.4476		60.4018
10.363		91.8997
65.518		42.7652
56.7093		55.0074
35.5215		78.0537
53.3932		59.297
46.1319		66.9653
4.36486		93.8168
45.575		67.7448
55.2773		56.8804
15.6988		91.0724
61.1946		46.9701
28.2932		83.6186
54.5368		58.3009
74.6962		30.355
14.0329		91.2194
46.4076		67.1423
75.5283		31.8691
50.2605		61.3913
35.2273		77.0134
70.8575		38.3056
41.0919		72.2401
56.8763		56.3597
26.6098		84.4679
51.0831		62.1182
30.216		81.9483
57.4558		54.4708
50.0965		63.6443
10.1834		92.2287
74.7531		30.162
85.9704		2.86589
40.2589		73.3122
6.09097		92.598
53.0149		58.9491
64.1535		44.0237
46.1478		67.3729
32.6428		79.7736
73.0581		34.1416
8.77026		91.548
34.3807		78.6356
68.4688		39.602
43.6708		69.363
36.2679		77.2604
24.9232		85.6192
15.3695		91.5584
21.3904		88.7763
5.86546		93.6981
83.2866		11.2517
67.5401		41.8849
60.9924		47.063
33.0516		79.7228
22.5852		87.1095
11.6603		91.9911
52.0669		61.3956
74.6568		28.2658
53.6534		59.1513
47.9625		65.641
25.2655		86.1249
19.7609		88.577
68.8827		38.4755
68.8468		37.9908
31.012		82.0155
68.7529		41.1748
52.3328		61.2697
63.2753		47.4634
44.9823		67.8888
24.9716		85.4074
11.4525		93.2669
65.6032		45.1143
70.9791		32.3128
53.5968		58.9199
44.2661		70.0083
32.9761		79.1434
80.2288		11.9661
69.6223		37.4786
74.5095		32.6461
71.3648		36.1282
73.4507		28.0701
56.0955		54.9617
73.4187		29.248
30.3292		81.9062
55.1052		54.4154
32.4348		80.7029
45.1104		69.3065
24.1753		86.3661
31.1809		81.7148
26.118		84.7027
43.6181		69.4736
6.3673		94.1896
62.5304		46.3909
81.2819		9.75958
69.7871		37.1542
68.2139		39.823
46.0573		68.0764
43.1292		70.3929
60.0495		52.5582
29.2248		82.963
81.6519		14.0224
81.3228		7.96236
81.8007		21.6778
8.9017		92.7729
51.1834		62.0327
74.6606		26.9669
49.2388		62.3062
25.9524		85.2539
79.8355		20.6236
71.6899		30.9892
9.41746		92.7085
69.1155		34.0705
72.786		33.1352
71.4018		37.1203
54.3191		57.6415
21.8117		86.9644
59.8147		52.2592
36.3004		76.8474
71.0341		37.9591
15.4357		90.4792
49.2935		64.3311
46.8588		68.7233
22.5131		87.7837
30.7738		81.7159
6.48722		93.9617
29.7421		81.9964
34.7051		78.1734
20.2821		89.1468
77.0689		21.7164
75.4548		22.3246
13.4155		92.3177
55.0436		55.8008
61.7477		48.1106
28.5504		83.495
4.03413		95.6463
5.38153		91.4271
59.5281		50.9844
27.26		84.9712
55.4014		57.0192
72.1664		33.2946
69.8483		35.6923
40.3626		73.4283
39.5733		72.8057
52.99		60.796
81.191		23.9147
27.3267		84.3358
31.1623		81.3961
19.326		88.6533
43.9252		68.9794
80.2131		8.47722
3.54599		92.9465
57.5664		53.8128
72.3649		34.6
68.5104		36.6031
73.9283		29.2951
76.3997		21.7747
52.487		60.1105
25.5134		85.17
53.0892		59.9516
35.8648		76.9459
74.6021		29.7784
47.6188		65.3367
41.2163		71.5263
53.2246		56.8974
59.2854		50.3032
58.5253		54.4919
71.9977		33.8201
30.862		81.0229
55.4485		57.6614
76.418		27.9232
55.792		57.5913
54.2983		57.9299
58.9617		50.5781
79.9205		13.7892
81.4315		7.14478
19.286		89.7343
80.397		18.2862
48.0073		65.4166
80.208		18.2747
28.3906		83.3534
47.3103		65.3609
19.6547		87.3054
45.7882		66.5478
22.8036		87.1841
80.3604		16.9612
44.7862		67.8645
79.9209		21.5062
58.5703		54.0448
56.0515		54.6262
50.6397		61.4317
43.28		70.5324
79.2875		14.9837
23.2607		86.822
64.8993		43.5588
30.602		80.8539
29.4534		83.429
71.6075		32.5161
26.8287		83.7873
55.6944		56.9114
34.7028		77.6813
73.3		35.546
43.4634		70.455
48.406		64.9076
55.1039		57.2783
64.1511		43.9482
69.9437		34.0644
70.784		37.9487
82.0445		17.5506
48.5799		63.4195
58.2203		53.731
73.7592		25.4474
15.5563		90.6608
51.4803		61.3092
44.1418		68.9288
11.0541		93.6182
41.0726		71.9548
52.0414		60.6234
66.0264		44.0184
76.2398		27.7776
5.89932		92.9046
26.228		84.796
82.1458		19.9509
57.6634		55.1613
52.1116		60.4608
73.326		31.8305
25.9898		84.9466
54.3361		56.409
72.7604		29.5959
26.0656		85.144
8.19314		94.7467
54.4009		58.0073
58.0991		52.7845
51.4476		60.4018
10.363		91.8997
65.518		42.7652
56.7093		55.0074
35.5215		78.0537
53.3932		59.297
46.1319		66.9653
4.36486		93.8168
45.575		67.7448
55.2773		56.8804
15.6988		91.0724
61.1946		46.9701
28.2932		83.6186
54.5368		58.3009
74.6962		30.355
14.0329		91.2194
46.4076		67.1423
75.5283		31.8691
50.2605		61.3913
35.2273		77.0134
70.8575		38.3056
41.0919		72.2401
56.8763		56.3597
26.6098		84.4679
51.0831		62.1182
30.216		81.9483
57.4558		54.4708
50.0965		63.6443
10.1834		92.2287
74.7531		30.162
85.9704		2.86589
40.2589		73.3122
6.09097		92.598
53.0149		58.9491
64.1535		44.0237
46.1478		67.3729
32.6428		79.7736
73.0581		34.1416
8.77026		91.548
34.3807		78.6356
68.4688		39.602
43.6708		69.363
36.2679		77.2604
24.9232		85.6192
15.3695		91.5584
21.3904		88.7763
5.86546		93.6981
83.2866		11.2517
67.5401		41.8849
60.9924		47.063
33.0516		79.7228
22.5852		87.1095
11.6603		91.9911
52.0669		61.3956
74.6568		28.2658
53.6534		59.1513
47.9625		65.641
25.2655		86.1249
19.7609		88.577
68.8827		38.4755
68.8468		37.9908
31.012		82.0155
68.7529		41.1748
