74.3042		29.9122
66.4952		48.0802
67.2143		38.2182
70.0419		39.756
24.8265		82.5786
74.451		24.1661
58.0954		55.7915
73.6779		35.3558
81.3521		13.26
73.2389		29.9565
83.311		1.16854
52.3328		61.2697
59.6407		51.1749
69.3363		40.5193
7.40027		92.2007
24.2779		86.9112
2.80313		92.0882
51.553		59.7911
77.4552		32.1886
86.9081		3.67672
59.9906		47.3863
38.1169		72.8669
83.412		7.8889
26.0129		83.5433
20.3656		89.1686
24.5161		83.0144
70.7437		41.6368
52.7815		59.7333
34.1424		75.58
42.6046		71.5721
22.805		86.3602
82.0956		19.508
59.3505		49.9581
73.2943		40.811
56.356		50.8727
25.6385		83.7549
73.8298		25.4761
81.8806		8.48064
21.2278		86.1805
70.8836		32.3745
77.4354		30.4226
78.816		25.2409
63.1676		48.475
57.0524		50.9016
83.8423		19.0046
73.4648		37.7795
71.9717		33.6972
55.8377		53.3443
50.2934		58.3604
75.732		20.9945
72.7478		34.9385
69.9851		32.7089
80.7623		25.8019
73.3768		28.7131
52.0082		56.7318
27.4206		82.8373
85.1984		8.81399
56.7284		51.6777
34.7863		76.0818
73.3676		27.8571
65.5839		43.8169
74.8586		33.0266
67.3417		37.4788
48.7938		67.7291
14.7175		91.1715
61.2952		47.5844
57.9811		51.969
80.8625		5.81195
60.249		53.6236
82.0906		12.7589
80.0409		7.71727
76.7099		34.408
77.707		31.4658
80.94		4.25483
76.5732		34.1119
15.6148		91.5601
64.5241		46.4533
70.2479		44.0856
68.2383		37.1347
14.0237		88.9047
76.3699		21.5367
63.4631		43.6314
56.3405		54.0643
50.0792		61.7704
44.0353		65.4594
12.0068		94.3202
57.8949		50.134
82.4972		5.34143
77.5736		29.0412
9.4169		90.5585
72.2487		28.6319
75.2358		31.6904
18.7562		86.0447
62.1217		47.2877
67.624		40.6609
66.8738		46.8772
36.3124		76.5445
67.9595		45.147
54.6552		53.7013
75.643		22.7121
56.5715		52.8462
43.1132		66.8041
40.5363		71.8662
73.7706		29.7416
52.6088		58.6241
45.2131		64.4464
68.7809		42.3755
64.0093		42.1805
62.3475		51.6693
40.9882		71.1421
58.5661		52.8622
77.6933		31.1657
70.7216		34.6867
39.984		74.4112
65.6933		45.9325
25.3615		83.8806
64.5042		43.8584
63.3557		44.8362
82.9774		2.72921
64.4271		41.4637
64.5676		41.7515
50.9267		62.3805
75.3028		29.1114
66.7689		38.4813
21.144		84.2305
68.0501		45.8866
50.945		58.9911
39.328		73.2628
40.5464		70.2421
13.0804		90.3772
