!-T11,dT11-mode-2 
!-run-angle-(83.17,89.16,95.17,101.2,111.21,119.21)
 1 -0.293068 0.0711174 -0.388441 0.0934199 -0.458618 0.109943 -0.495909 0.119089 -0.461514 0.112169 -0.368117 0.0914678
2 -0.276145 0.0129266 -0.364076 0.0167918 -0.420896 0.019333 -0.457378 0.021069 -0.422345 0.0199408 -0.337727 0.0165809
3 -0.188961 0.02715 -0.267289 0.0381539 -0.305031 0.0434982 -0.338445 0.0483026 -0.309807 0.0445961 -0.24725 0.0360891
4 -0.278925 0.0240884 -0.394545 0.033455 -0.450256 0.0380715 -0.499578 0.0423403 -0.457304 0.0396968 -0.364965 0.0328855
5 -0.259345 0.0145572 -0.342176 0.0188705 -0.403497 0.0221357 -0.43708 0.0240912 -0.413207 0.0234213 -0.339822 0.0200547
6 -0.262389 0.0149074 -0.356408 0.0198882 -0.415803 0.0231011 -0.440413 0.0246172 -0.418107 0.0239989 -0.340837 0.020379
7 -0.277245 0.0113086 -0.365613 0.014678 -0.428433 0.0171254 -0.457805 0.0183718 -0.434119 0.0178533 -0.345197 0.0148018
8 -0.288071 0.0263271 -0.377142 0.0339634 -0.443014 0.039711 -0.47645 0.0428213 -0.458535 0.0420166 -0.350077 0.0334239
9 -0.284268 0.0211973 -0.373269 0.0269664 -0.437159 0.0312716 -0.492829 0.0353332 -0.440381 0.0332084 -0.359187 0.0290165
10 -0.24936 0.0197241 -0.335787 0.0260591 -0.374953 0.0290193 -0.426313 0.0330412 -0.377837 0.0302952 -0.301645 0.0253677
11 -0.287335 0.019644 -0.390139 0.0262627 -0.452087 0.0303295 -0.497182 0.0334313 -0.457202 0.0314472 -0.365499 0.0260193
12 -0.223046 0.013148 -0.290219 0.0169007 -0.343949 0.0199473 -0.371701 0.0216161 -0.343562 0.0204016 -0.274816 0.0168681
13 -0.254896 0.0198044 -0.33393 0.0255518 -0.39103 0.0297859 -0.427897 0.0326858 -0.389965 0.0305746 -0.320656 0.0260999
14 -0.252186 0.0278615 -0.338917 0.0367828 -0.379142 0.0410377 -0.409015 0.0444845 -0.387717 0.0433862 -0.317436 0.0369523
15 -0.307454 0.0401194 -0.387727 0.0475035 -0.487504 0.0574254 -0.443725 0.0563048 -0.508925 0.0689133 -0.399828 0.064292
16 -0.254483 0.0124404 -0.337978 0.0161671 -0.397223 0.0188939 -0.43067 0.0206063 -0.41364 0.0204329 -0.322171 0.0168216
17 -0.401363 0.115992 -0.474919 0.131529 -0.529283 0.14436 -0.605376 0.164846 -0.487171 0.154908 -0.452051 0.153138
18 -0.299579 0.0216276 -0.393158 0.0279827 -0.453589 0.0321476 -0.478964 0.0341013 -0.468363 0.0340246 -0.358801 0.0271418
19 -0.261817 0.00911335 -0.349096 0.0119403 -0.398845 0.0135821 -0.430018 0.0147033 -0.403975 0.0141694 -0.324091 0.0118428
20 -0.269917 0.00973426 -0.353327 0.0125326 -0.413055 0.0145687 -0.445852 0.0157736 -0.422219 0.0152853 -0.339004 0.0127349
21 -0.272135 0.0114695 -0.353905 0.0139439 -0.39741 0.0153903 -0.444397 0.0173661 -0.408508 0.0177397 -0.320374 0.0161422
22 -0.274193 0.0100503 -0.355744 0.0127599 -0.412604 0.0146932 -0.436807 0.0156451 -0.421507 0.0155803 -0.328492 0.0128693
