!kiID-thd-thp-phidp-T11-ET11-T20-ET20-T22-ET22-Cos-ECros-tht_cm-Eth_cm
 45 28 28 180 210 -0.288104 0.007807 -0.375244 0.009682 -0.101109 0.005452 9.507487 0.083118 122.6  4.05
 42 28 25 180 220 -0.159212 0.008917 -0.263109 0.011102 -0.144660 0.006492 4.651441 0.043388 128.7  4.05 
 39 28 20 180 230  0.124353 0.013423 0.142859  0.017199 -0.247671 0.010266 3.753210 0.043312 138.9  4.05	    
 






