0.772	-0.47959	0.0726427	-0.595298	0.0957946	-0.0650628	0.102709	0.15
0.776	-0.411456	0.0379657	-0.370237	0.0494038	-0.165973	0.0579561	0.15
0.78	-0.354793	0.0244388	-0.266437	0.0329608	-0.10386	0.0383758	0.15
0.784	-0.367484	0.0184396	-0.279816	0.025274	-0.03903	0.0256512	0.15
0.788	-0.37738	0.0155472	-0.316671	0.0208244	-0.100657	0.0176927	0.15
0.792	-0.374915	0.0128018	-0.36095	0.0171938	-0.116489	0.0121292	0.15
0.796	-0.320269	0.0108902	-0.339125	0.0148017	-0.103444	0.00908948	0.15
0.8	-0.321858	0.00975858	-0.355374	0.0136441	-0.109898	0.00776981	0.15
0.804	-0.254487	0.0103979	-0.326139	0.0141463	-0.102047	0.00792755	0.15
0.808	-0.228239	0.0102961	-0.362593	0.0142939	-0.105302	0.00810013	0.15
0.812	-0.161657	0.0108011	-0.328968	0.0147193	-0.126296	0.00836061	0.15
0.816	-0.0733015	0.00999431	-0.248902	0.0139077	-0.144014	0.00799544	0.15
0.82	-0.0125084	0.00884533	-0.11768	0.0129654	-0.195696	0.00744938	0.15
0.824	0.0657959	0.00886814	0.0223239	0.0131183	-0.232983	0.00738769	0.15
0.828	0.108492	0.00877202	0.131585	0.0139511	-0.269921	0.007795	0.15
0.832	0.156292	0.010177	0.303246	0.0164859	-0.285831	0.00940206	0.15
0.836	0.218816	0.0124332	0.467258	0.0209673	-0.312418	0.0118855	0.15
0.84	0.207655	0.0183589	0.543846	0.0314103	-0.319456	0.0185528	0.15
0.844	0.186953	0.0420035	0.440918	0.0708883	-0.40717	0.040016	0.15
0.848	0.283794	0.0992415	-0.118631	0.164999	-0.066504	0.0950018	0.15
0.772	-0.337047	0.0340807	-0.315731	0.0446968	-0.156664	0.056366	0.3
0.776	-0.411023	0.0201165	-0.370038	0.0277778	-0.142317	0.0316157	0.3
0.78	-0.374906	0.0167073	-0.334974	0.0223382	-0.0593729	0.023078	0.3
0.784	-0.338895	0.0140516	-0.322837	0.0185375	-0.102349	0.016649	0.3
0.788	-0.361281	0.01126	-0.306763	0.0154767	-0.103492	0.0120902	0.3
0.792	-0.327815	0.00976183	-0.321929	0.0133871	-0.11639	0.00903536	0.3
0.796	-0.308557	0.00838265	-0.335187	0.0115897	-0.0994685	0.00710598	0.3
0.8	-0.285428	0.00807384	-0.349049	0.0111029	-0.10488	0.00650341	0.3
0.804	-0.260541	0.00838929	-0.353098	0.0115959	-0.116748	0.00671643	0.3
0.808	-0.205574	0.00870169	-0.353698	0.011715	-0.102417	0.00674852	0.3
0.812	-0.185974	0.00873687	-0.316505	0.0121176	-0.124654	0.00712235	0.3
0.816	-0.093042	0.0089693	-0.228379	0.0124248	-0.148361	0.00724063	0.3
0.82	-0.0238055	0.00923774	-0.0996725	0.0130397	-0.205684	0.00743814	0.3
0.824	0.00683898	0.00949652	-0.0382717	0.0137477	-0.225535	0.00771567	0.3
0.828	0.0797673	0.0105551	0.100063	0.016007	-0.258779	0.0091899	0.3
0.832	0.150955	0.0118344	0.206314	0.0189611	-0.257069	0.0107771	0.3
0.836	0.197511	0.0119509	0.367052	0.0196811	-0.308559	0.0110584	0.3
0.84	0.200164	0.0112512	0.501645	0.0192223	-0.295367	0.0108951	0.3
0.844	0.212651	0.0182667	0.521042	0.0324526	-0.310704	0.0185161	0.3
0.848	0.142475	0.0810993	0.385609	0.145101	-0.326473	0.0851935	0.3
0.772	-0.379737	0.0263233	-0.365566	0.0373364	-0.121015	0.041397	0.45
0.776	-0.383397	0.0196422	-0.305123	0.0273605	-0.097585	0.0286658	0.45
0.78	-0.407923	0.0159648	-0.354298	0.0223781	-0.096944	0.0219722	0.45
0.784	-0.347914	0.0140152	-0.327055	0.01898	-0.0951819	0.0166233	0.45
0.788	-0.362465	0.0113872	-0.332055	0.015906	-0.127418	0.0120008	0.45
0.792	-0.308225	0.0104096	-0.325462	0.0141537	-0.113372	0.00939353	0.45
0.796	-0.322154	0.00903992	-0.36059	0.0123773	-0.113754	0.00763034	0.45
0.8	-0.290675	0.00891326	-0.348841	0.0121551	-0.100123	0.00729923	0.45
0.804	-0.265697	0.0088231	-0.374972	0.012162	-0.110028	0.00719794	0.45
0.808	-0.217075	0.00892432	-0.340409	0.0122952	-0.118984	0.0071638	0.45
0.812	-0.17277	0.00935886	-0.335037	0.0126827	-0.129035	0.00742365	0.45
0.816	-0.10674	0.0101264	-0.22157	0.0136058	-0.16088	0.00788572	0.45
0.82	-0.0622267	0.0111058	-0.1578	0.0150393	-0.184891	0.00871497	0.45
0.824	-0.00452274	0.0116455	-0.156893	0.016223	-0.230871	0.00945934	0.45
0.828	0.0505476	0.013639	0.044258	0.0204363	-0.239195	0.0115617	0.45
0.832	0.147249	0.0145059	0.220795	0.0234726	-0.261873	0.0135362	0.45
0.836	0.200297	0.0141924	0.353193	0.023332	-0.264426	0.013262	0.45
0.84	0.191277	0.0124237	0.437846	0.0213149	-0.264383	0.0120806	0.45
0.844	0.184374	0.0165294	0.547119	0.029269	-0.269397	0.0167517	0.45
0.848	0.222937	0.0510275	0.457767	0.0970387	-0.369721	0.0548857	0.45
0.772	-0.39251	0.0277322	-0.354335	0.04	-0.0284724	0.0448	0.6
0.776	-0.400717	0.0212487	-0.252656	0.0306363	-0.0991933	0.0324367	0.6
0.78	-0.377267	0.0171417	-0.331801	0.02389	-0.0942278	0.0233966	0.6
0.784	-0.363987	0.0146933	-0.330968	0.0201653	-0.0852442	0.0170488	0.6
0.788	-0.344646	0.0125946	-0.286343	0.0175704	-0.109035	0.0133191	0.6
0.792	-0.308756	0.0111363	-0.319869	0.0152857	-0.107461	0.0102541	0.6
0.796	-0.300453	0.0098482	-0.347022	0.0134155	-0.0834858	0.00842533	0.6
0.8	-0.290161	0.00950767	-0.351181	0.0130939	-0.097003	0.00792545	0.6
0.804	-0.236489	0.00951793	-0.334678	0.0130625	-0.104757	0.0078908	0.6
0.808	-0.216886	0.00931838	-0.347398	0.0125749	-0.0992056	0.00745652	0.6
0.812	-0.167032	0.0102546	-0.294987	0.013723	-0.121737	0.00806417	0.6
0.816	-0.13347	0.0111967	-0.217155	0.0154698	-0.164408	0.00914	0.6
0.82	-0.114903	0.0128344	-0.241527	0.0172451	-0.180945	0.0100255	0.6
0.824	-0.0367671	0.0143789	-0.154535	0.020186	-0.155142	0.0117376	0.6
0.828	0.0242318	0.0167162	-0.0403648	0.0239852	-0.214367	0.0137934	0.6
0.832	0.098034	0.0172255	0.152881	0.0268329	-0.254689	0.0152533	0.6
0.836	0.180991	0.0167093	0.385965	0.0280501	-0.279344	0.0157204	0.6
0.84	0.19579	0.0150691	0.459242	0.0259876	-0.252166	0.0145478	0.6
0.844	0.17441	0.0171963	0.523382	0.0297152	-0.244448	0.016286	0.6
0.848	0.220294	0.0422636	0.489448	0.0727333	-0.297989	0.0426595	0.6
