0.772	-0.349696	0.0532174	-0.432258	0.0791948	-0.112829	0.086061	-1.63362	0.15
0.776	-0.368893	0.0202115	-0.407398	0.0279499	-0.11946	0.0330182	-1.6327	0.15
0.78	-0.377878	0.0141311	-0.288471	0.0196357	-0.11906	0.0218252	-1.61293	0.15
0.784	-0.372664	0.0122671	-0.326599	0.0167312	-0.120229	0.016001	-1.6167	0.15
0.788	-0.330941	0.0109452	-0.332465	0.0146886	-0.0933826	0.0119733	-1.6192	0.15
0.792	-0.332055	0.00939994	-0.328593	0.0131143	-0.125591	0.00920107	-1.61883	0.15
0.796	-0.30954	0.00803683	-0.370953	0.0112034	-0.12185	0.00697741	-1.62573	0.15
0.8	-0.280055	0.00753441	-0.369996	0.010232	-0.0995413	0.00604558	-1.62492	0.15
0.804	-0.281457	0.00751407	-0.365767	0.0103295	-0.106822	0.00582951	-1.62268	0.15
0.808	-0.217531	0.00804705	-0.350302	0.0109085	-0.111458	0.00616227	-1.62196	0.15
0.812	-0.183303	0.00834036	-0.325292	0.0113488	-0.112733	0.00640464	-1.61731	0.15
0.816	-0.123755	0.00860373	-0.260737	0.0118559	-0.151011	0.00666435	-1.60515	0.15
0.82	-0.0622877	0.00882638	-0.168678	0.0122893	-0.169381	0.00696966	-1.58952	0.15
0.824	0.0104178	0.00932946	-0.0424051	0.0131033	-0.215323	0.00741564	-1.56414	0.15
0.828	0.0657883	0.0099889	0.059735	0.0144862	-0.250057	0.00812413	-1.54761	0.15
0.832	0.115846	0.0110165	0.183632	0.0169996	-0.303862	0.00943077	-1.52456	0.15
0.836	0.182445	0.0128756	0.354407	0.0207208	-0.303608	0.0115513	-1.49711	0.15
0.84	0.21708	0.0144214	0.478125	0.0254101	-0.350625	0.013906	-1.47778	0.15
0.844	0.207004	0.021553	0.567516	0.0398324	-0.347413	0.0217659	-1.46831	0.15
0.848	0.305177	0.0463249	0.346687	0.104216	-0.317788	0.0523724	-1.52433	0.15
0.772	-0.405565	0.0353229	-0.374313	0.0621053	-0.0323756	0.0702541	-1.62481	0.3
0.776	-0.430764	0.0200198	-0.347222	0.0330368	-0.0759517	0.0355279	-1.6239	0.3
0.78	-0.367732	0.0155782	-0.324354	0.0225772	-0.0919639	0.0233868	-1.62119	0.3
0.784	-0.3603	0.0124256	-0.322123	0.0177364	-0.126965	0.0167281	-1.6192	0.3
0.788	-0.348396	0.0108232	-0.29964	0.0152311	-0.103419	0.01274	-1.61415	0.3
0.792	-0.371304	0.00938698	-0.333852	0.0134035	-0.115617	0.00972902	-1.61882	0.3
0.796	-0.318276	0.00867836	-0.343792	0.0119542	-0.132846	0.00776566	-1.61958	0.3
0.8	-0.310819	0.00802755	-0.380414	0.0108607	-0.0984943	0.00651149	-1.62454	0.3
0.804	-0.262287	0.00812075	-0.374055	0.0106842	-0.11196	0.00621617	-1.62307	0.3
0.808	-0.239616	0.00820681	-0.362862	0.0108811	-0.0953549	0.00624628	-1.62196	0.3
0.812	-0.212892	0.00865115	-0.340192	0.0115052	-0.121659	0.0066392	-1.61798	0.3
0.816	-0.132451	0.00918268	-0.292763	0.012166	-0.148462	0.00688924	-1.60908	0.3
