15.6711		106.376		2		88
15.461		106.025		2		88
10.3702		105.724		3		88
17.8615		106.265		3		85
14.6826		105.489		3		84
17.0148		104.979		5		82
17.0148		104.979		5		82
17.0148		104.979		5		82
