0.957887		-0.00973819		0.000350085		-4.3042e-06		1.84032e-08		0
0.984554		-0.00998237		0.000335174		-4.02068e-06		1.69858e-08		0
1.0444		-0.0124368		0.000372253		-4.25676e-06		1.7441e-08		0
1.15024		-0.0174698		0.000478229		-5.29915e-06		2.1269e-08		0
1.09643		-0.0114291		0.000256335		-2.30103e-06		7.88209e-09		0
1.11623		-0.024298		0.00083981		-1.1113e-05		5.15244e-08		0
1.13008		-0.0224348		0.000732625		-9.31358e-06		4.18197e-08		0
1.13539		-0.0191602		0.000578317		-6.96927e-06		3.01347e-08		0
1.17768		-0.0195279		0.000540121		-6.15388e-06		2.55667e-08		0
1.35405		-0.0283999		0.000639648		-5.89953e-06		1.98266e-08		0
1.05167		-0.020594		0.000790679		-1.15007e-05		5.87879e-08		0
1.08059		-0.019728		0.000696538		-9.57106e-06		4.67987e-08		0
1.13237		-0.0208149		0.000682031		-8.98364e-06		4.24775e-08		0
1.1921		-0.0216596		0.000633524		-7.77589e-06		3.50444e-08		0
1.43272		-0.0509757		0.00168501		-2.31115e-05		1.14077e-07		0
1.10089		-0.0295783		0.00126483		-2.08875e-05		1.2115e-07		0
1.14971		-0.0285685		0.0010739		-1.60404e-05		8.53326e-08		0
1.1234		-0.018189		0.000581139		-7.74378e-06		3.8384e-08		0
1.16576		-0.0194577		0.00059643		-7.98641e-06		4.03527e-08		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
