!  65.0  0.65473E+02  0.89618E+02  0.15509E+03
! th_cm       iT11         T20         T21         T22
    1.0  -0.2351E-04  0.1031E-02 -0.1094E-04  0.2667E-06
   83.0	 -0.2497E+00 -0.2464E-01 -0.1800E+00 -0.1300E+00
   84.0	 -0.2644E+00 -0.3281E-01 -0.1858E+00 -0.1321E+00
   85.0	 -0.2788E+00 -0.4159E-01 -0.1914E+00 -0.1342E+00
   86.0	 -0.2928E+00 -0.5101E-01 -0.1969E+00 -0.1361E+00
   87.0	 -0.3064E+00 -0.6106E-01 -0.2022E+00 -0.1380E+00
   88.0	 -0.3196E+00 -0.7175E-01 -0.2072E+00 -0.1397E+00
   89.0	 -0.3323E+00 -0.8307E-01 -0.2121E+00 -0.1413E+00
   90.0	 -0.3444E+00 -0.9500E-01 -0.2167E+00 -0.1428E+00
   91.0	 -0.3560E+00 -0.1075E+00 -0.2210E+00 -0.1441E+00
   92.0	 -0.3670E+00 -0.1206E+00 -0.2250E+00 -0.1453E+00
   93.0	 -0.3774E+00 -0.1343E+00 -0.2287E+00 -0.1462E+00
   94.0	 -0.3871E+00 -0.1485E+00 -0.2321E+00 -0.1471E+00
   95.0	 -0.3961E+00 -0.1631E+00 -0.2351E+00 -0.1477E+00
   96.0	 -0.4044E+00 -0.1782E+00 -0.2378E+00 -0.1481E+00
   97.0	 -0.4120E+00 -0.1938E+00 -0.2401E+00 -0.1484E+00
   98.0	 -0.4189E+00 -0.2096E+00 -0.2420E+00 -0.1484E+00
   99.0	 -0.4250E+00 -0.2258E+00 -0.2435E+00 -0.1483E+00
  100.0	 -0.4303E+00 -0.2422E+00 -0.2446E+00 -0.1480E+00
  101.0	 -0.4348E+00 -0.2589E+00 -0.2452E+00 -0.1475E+00
  102.0	 -0.4385E+00 -0.2758E+00 -0.2455E+00 -0.1468E+00
  103.0	 -0.4413E+00 -0.2928E+00 -0.2452E+00 -0.1460E+00
  104.0	 -0.4433E+00 -0.3099E+00 -0.2445E+00 -0.1450E+00
  105.0	 -0.4444E+00 -0.3270E+00 -0.2433E+00 -0.1439E+00
  106.0	 -0.4447E+00 -0.3441E+00 -0.2416E+00 -0.1426E+00
  107.0	 -0.4441E+00 -0.3611E+00 -0.2394E+00 -0.1412E+00
  108.0	 -0.4425E+00 -0.3780E+00 -0.2366E+00 -0.1398E+00
  109.0	 -0.4401E+00 -0.3947E+00 -0.2333E+00 -0.1383E+00
  110.0	 -0.4367E+00 -0.4110E+00 -0.2294E+00 -0.1367E+00
  111.0	 -0.4323E+00 -0.4270E+00 -0.2249E+00 -0.1352E+00
  112.0	 -0.4270E+00 -0.4425E+00 -0.2198E+00 -0.1337E+00
  113.0	 -0.4208E+00 -0.4573E+00 -0.2140E+00 -0.1322E+00
  114.0	 -0.4135E+00 -0.4714E+00 -0.2077E+00 -0.1309E+00
  115.0	 -0.4052E+00 -0.4846E+00 -0.2008E+00 -0.1298E+00
  116.0	 -0.3958E+00 -0.4967E+00 -0.1932E+00 -0.1289E+00
  117.0	 -0.3854E+00 -0.5075E+00 -0.1851E+00 -0.1283E+00
  118.0	 -0.3738E+00 -0.5170E+00 -0.1764E+00 -0.1281E+00
  119.0	 -0.3609E+00 -0.5248E+00 -0.1671E+00 -0.1283E+00
  120.0	 -0.3469E+00 -0.5307E+00 -0.1573E+00 -0.1290E+00
  121.0	 -0.3315E+00 -0.5344E+00 -0.1471E+00 -0.1304E+00
  122.0	 -0.3147E+00 -0.5358E+00 -0.1364E+00 -0.1325E+00
  123.0	 -0.2965E+00 -0.5345E+00 -0.1254E+00 -0.1353E+00
  124.0	 -0.2769E+00 -0.5302E+00 -0.1141E+00 -0.1391E+00
  125.0	 -0.2557E+00 -0.5226E+00 -0.1027E+00 -0.1438E+00
  126.0	 -0.2330E+00 -0.5114E+00 -0.9128E-01 -0.1495E+00
  127.0	 -0.2088E+00 -0.4963E+00 -0.8001E-01 -0.1563E+00
  128.0	 -0.1831E+00 -0.4772E+00 -0.6907E-01 -0.1642E+00
  129.0	 -0.1559E+00 -0.4536E+00 -0.5869E-01 -0.1732E+00
  130.0	 -0.1275E+00 -0.4256E+00 -0.4911E-01 -0.1833E+00
  131.0	 -0.9795E-01 -0.3931E+00 -0.4060E-01 -0.1944E+00
  132.0	 -0.6752E-01 -0.3561E+00 -0.3345E-01 -0.2063E+00
  133.0	 -0.3653E-01 -0.3149E+00 -0.2793E-01 -0.2189E+00
  134.0	 -0.5351E-02 -0.2699E+00 -0.2433E-01 -0.2319E+00
  135.0	  0.2557E-01 -0.2217E+00 -0.2288E-01 -0.2450E+00
  136.0	  0.5577E-01 -0.1711E+00 -0.2379E-01 -0.2579E+00
  137.0	  0.8473E-01 -0.1190E+00 -0.2716E-01 -0.2701E+00
  138.0	  0.1119E+00 -0.6649E-01 -0.3302E-01 -0.2813E+00
  139.0	  0.1370E+00 -0.1479E-01 -0.4129E-01 -0.2912E+00
  140.0	  0.1593E+00  0.3496E-01 -0.5180E-01 -0.2993E+00
  141.0	  0.1788E+00  0.8163E-01 -0.6425E-01 -0.3054E+00
  142.0	  0.1950E+00  0.1242E+00 -0.7830E-01 -0.3094E+00
  143.0	  0.2080E+00  0.1619E+00 -0.9350E-01 -0.3110E+00
  144.0	  0.2176E+00  0.1942E+00 -0.1094E+00 -0.3103E+00
  145.0	  0.2241E+00  0.2205E+00 -0.1255E+00 -0.3073E+00
  146.0	  0.2277E+00  0.2409E+00 -0.1415E+00 -0.3022E+00
  147.0	  0.2286E+00  0.2554E+00 -0.1568E+00 -0.2951E+00
  148.0	  0.2270E+00  0.2643E+00 -0.1712E+00 -0.2863E+00
  149.0	  0.2235E+00  0.2680E+00 -0.1844E+00 -0.2760E+00
  150.0	  0.2182E+00  0.2669E+00 -0.1961E+00 -0.2645E+00
  151.0	  0.2116E+00  0.2617E+00 -0.2063E+00 -0.2521E+00
  152.0	  0.2039E+00  0.2529E+00 -0.2148E+00 -0.2389E+00
  153.0	  0.1954E+00  0.2411E+00 -0.2216E+00 -0.2252E+00
  154.0	  0.1864E+00  0.2269E+00 -0.2268E+00 -0.2112E+00
  155.0	  0.1770E+00  0.2107E+00 -0.2302E+00 -0.1972E+00
  156.0	  0.1674E+00  0.1931E+00 -0.2321E+00 -0.1831E+00
  157.0	  0.1578E+00  0.1744E+00 -0.2325E+00 -0.1692E+00
  158.0	  0.1483E+00  0.1551E+00 -0.2314E+00 -0.1555E+00
  159.0	  0.1389E+00  0.1353E+00 -0.2289E+00 -0.1422E+00
  160.0	  0.1297E+00  0.1155E+00 -0.2252E+00 -0.1293E+00
  161.0	  0.1207E+00  0.9582E-01 -0.2203E+00 -0.1169E+00
  162.0	  0.1121E+00  0.7646E-01 -0.2144E+00 -0.1050E+00
  163.0	  0.1038E+00  0.5760E-01 -0.2074E+00 -0.9372E-01
  164.0	  0.9573E-01  0.3938E-01 -0.1995E+00 -0.8301E-01
  165.0	  0.8802E-01  0.2190E-01 -0.1907E+00 -0.7291E-01
  166.0	  0.8062E-01  0.5272E-02 -0.1812E+00 -0.6346E-01
  167.0	  0.7352E-01 -0.1043E-01 -0.1710E+00 -0.5465E-01
  168.0	  0.6671E-01 -0.2515E-01 -0.1602E+00 -0.4650E-01
  169.0	  0.6017E-01 -0.3883E-01 -0.1488E+00 -0.3902E-01
  170.0	  0.5388E-01 -0.5143E-01 -0.1368E+00 -0.3219E-01
  171.0	  0.4782E-01 -0.6290E-01 -0.1244E+00 -0.2603E-01
  172.0	  0.4197E-01 -0.7323E-01 -0.1116E+00 -0.2054E-01
  173.0	  0.3631E-01 -0.8238E-01 -0.9840E-01 -0.1570E-01
  174.0	  0.3082E-01 -0.9035E-01 -0.8491E-01 -0.1152E-01
  175.0	  0.2546E-01 -0.9711E-01 -0.7116E-01 -0.7988E-02
  176.0	  0.2023E-01 -0.1027E+00 -0.5719E-01 -0.5107E-02
  177.0	  0.1509E-01 -0.1070E+00 -0.4304E-01 -0.2870E-02
  178.0	  0.1002E-01 -0.1101E+00 -0.2877E-01 -0.1275E-02
  179.0	  0.4998E-02 -0.1119E+00 -0.1440E-01 -0.3186E-03
  180.0	  0.0000E+00 -0.1125E+00 -0.0000E+00  0.0000E+00
