15	15	185	0.0571909	0.0038529	0.0667573	0.00449738	0	5
15	15	195	0.0568462	0.00390803	0.082056	0.00564113	0	6
15	15	205	0.064616	0.00428187	0.103977	0.00689021	0	7
15	15	215	0.0758563	0.00467654	0.111659	0.00688376	0	8
15	15	225	0.12299	0.00516703	0.13514	0.0056775	0	9
15	15	235	0.186648	0.00593138	0.158445	0.00503515	0	10
15	15	245	0.236913	0.00651206	0.225885	0.00620894	0	11
15	15	255	0.312682	0.00720868	0.288765	0.00665727	0	12
15	15	265	0.42234	0.0081122	0.395622	0.00759901	0	13
15	15	275	0.474368	0.00859941	0.599552	0.0108687	0	14
15	18	185	0.104252	0.00234854	0.0693077	0.00156133	0	5
15	18	195	0.094015	0.00434133	0.103451	0.00477705	0	6
15	18	205	0.102382	0.00463548	0.130349	0.00590171	0	7
15	18	215	0.121825	0.00482431	0.148894	0.00589624	0	8
15	18	225	0.165838	0.00526993	0.168847	0.00536555	0	9
15	18	235	0.152284	0.00499077	0.180248	0.00590725	0	10
15	18	245	0.178326	0.00519743	0.192474	0.00560977	0	11
15	18	255	0.19638	0.00528441	0.215874	0.00580899	0	12
15	18	265	0.223046	0.00542789	0.254045	0.00618227	0	13
15	18	275	0.208669	0.00525018	0.28332	0.00712842	0	14
15	20	185	0.128548	0.00429419	0.0830808	0.00277534	0	5
15	20	195	0.135215	0.00456344	0.122052	0.00411917	0	6
15	20	205	0.137313	0.00479055	0.158727	0.00553765	0	7
15	20	215	0.181344	0.00541935	0.194132	0.00580151	0	8
15	20	225	0.189088	0.005457	0.215594	0.00622195	0	9
15	20	235	0.224371	0.00552723	0.233345	0.0057483	0	10
15	20	245	0.233379	0.00543618	0.239459	0.0055778	0	11
15	20	255	0.203595	0.00504126	0.247579	0.00613035	0	12
15	20	265	0.177775	0.00465934	0.240489	0.00630301	0	13
15	20	275	0.133743	0.00404555	0.203288	0.00614918	0	14
15	25	175	0.20567	0.00459374	0.0946251	0.0021135	0	4
15	25	185	0.283159	0.00550554	0.17345	0.00337242	0	5
15	25	195	0.353659	0.00610309	0.255617	0.00441119	0	6
15	25	205	0.432888	0.00679489	0.354462	0.00556386	0	7
15	25	215	0.462908	0.00680339	0.409589	0.00601976	0	8
15	25	225	0.389604	0.00640682	0.420957	0.00692241	0	9
15	25	235	0.342848	0.0058482	0.409164	0.00697938	0	10
15	25	245	0.234443	0.00483342	0.364208	0.00750872	0	11
15	25	255	0.145998	0.00383043	0.274894	0.00721216	0	12
15	25	265	0.0962593	0.00301992	0.153458	0.00481438	0	13
15	25	275	0.0290521	0.00174552	0.0744499	0.00447313	0	14
15	28	175	0.357262	0.00562465	0.157414	0.00247829	0	4
15	28	185	0.490968	0.0066506	0.285415	0.0038662	0	5
15	28	195	0.561071	0.0070293	0.427703	0.00535841	0	6
15	28	205	0.619178	0.00744872	0.504528	0.00606948	0	7
15	28	215	0.559266	0.00708387	0.556877	0.00705361	0	8
15	28	225	0.457862	0.00640396	0.531852	0.00743883	0	9
15	28	235	0.303709	0.00528446	0.467608	0.00813626	0	10
15	28	245	0.19158	0.00420814	0.348249	0.00764944	0	11
15	28	255	0.106509	0.00315413	0.214105	0.00634044	0	12
15	28	265	0.0715529	0.00252202	0.140584	0.00495513	0	13
15	30	165	0.199035	0.00410562	0.0382311	0.000788615	0	3
15	30	175	0.45238	0.00614728	0.231184	0.0031415	0	4
15	30	185	0.61175	0.00715145	0.39325	0.00459716	0	5
15	30	195	0.637559	0.00728696	0.560288	0.0064038	0	6
15	30	205	0.632542	0.00730217	0.595015	0.00686896	0	7
15	30	215	0.511192	0.00657931	0.605405	0.00779189	0	8
15	30	225	0.374468	0.0056797	0.543553	0.00824427	0	9
15	30	235	0.217006	0.00439135	0.426648	0.00863367	0	10
15	30	245	0.117058	0.00329171	0.286945	0.00806902	0	11
15	30	255	0.0790601	0.00264268	0.144551	0.0048318	0	12
15	30	265	0.0493889	0.00198691	0.107027	0.00430567	0	13
15	33	165	0.332268	0.00751679	0.0798135	0.00180559	0	3
15	33	175	0.579905	0.00997596	0.340924	0.00586483	0	4
15	33	185	0.690246	0.0109214	0.563904	0.00892236	0	5
15	33	195	0.657384	0.0106888	0.656844	0.01068	0	6
15	33	205	0.518355	0.00983095	0.666986	0.0126498	0	7
15	33	215	0.355906	0.00812933	0.572791	0.0130833	0	8
15	33	225	0.225732	0.00645746	0.43845	0.0125427	0	9
15	33	235	0.10053	0.00471802	0.270883	0.0127129	0	10
15	33	245	0.0730688	0.00380201	0.154778	0.00805363	0	11
15	33	255	0.049468	0.00299528	0.0866633	0.00524745	0	12
15	33	265	0.00753168	0.00170481	0.0485476	0.0109888	0	13
15	35	165	0.463418	0.010924	0.131583	0.00310178	0	3
15	35	175	0.739243	0.0135983	0.495536	0.00911534	0	4
15	35	185	0.786996	0.0141281	0.693598	0.0124514	0	5
15	35	195	0.631384	0.0129733	0.739855	0.015202	0	6
15	35	205	0.477315	0.0110802	0.676461	0.0157031	0	7
15	35	215	0.254602	0.00866825	0.511745	0.017423	0	8
15	35	225	0.141273	0.00664446	0.343627	0.0161617	0	9
15	35	235	0.0779317	0.00477393	0.198279	0.0121462	0	10
15	35	245	0.043168	0.00357879	0.114311	0.00947679	0	11
15	35	255	0.0426815	0.00335497	0.0696202	0.00547248	0	12
