0.937318		-0.00120847		4.68692e-05		-5.91359e-07		3.09013e-09		0
0.947025		-0.00229873		9.48256e-05		-1.30844e-06		6.56952e-09		0
0.954862		-0.00360542		0.00014324		-2.01328e-06		1.0245e-08		0
1.01396		-0.00787143		0.00027874		-3.87925e-06		1.96804e-08		0
1.00936		-0.00769134		0.000291971		-4.35731e-06		2.39431e-08		0
0.970328		-0.00353016		0.000119368		-1.5108e-06		7.05396e-09		0
0.985328		-0.00380783		0.000124358		-1.59515e-06		7.57718e-09		0
1.01937		-0.00608342		0.000189619		-2.42289e-06		1.14643e-08		0
1.02309		-0.00639644		0.000202253		-2.64826e-06		1.30519e-08		0
1.03773		-0.00856359		0.000284693		-3.91098e-06		2.01741e-08		0
0.979554		-0.00385042		0.000130675		-1.68314e-06		7.86836e-09		0
1.0173		-0.00630063		0.00019378		-2.37952e-06		1.06128e-08		0
1.02512		-0.00581941		0.000175247		-2.1815e-06		1.00395e-08		0
1.0439		-0.00728268		0.000222373		-2.84098e-06		1.34855e-08		0
1.04442		-0.00813251		0.000254405		-3.35502e-06		1.67858e-08		0
0.956887		0.000262454		-1.37364e-05		1.96704e-07		-4.45374e-10		0
0.92853		0.00327645		-0.00010559		1.28942e-06		-4.91235e-09		0
0.964352		0.00126529		-5.94692e-05		8.5313e-07		-3.46145e-09		0
1.01257		-0.00348792		9.82248e-05		-1.23552e-06		6.18648e-09		0
1.04165		-0.00709974		0.000203171		-2.52456e-06		1.23276e-08		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
