29.672	0.078	-0.071	0.071	-0.082	0.082
39.486	-0.040	-0.015	0.015	-0.017	0.017
49.559	-0.058	-0.015	0.015	-0.017	0.017
59.650	-0.096	-0.017	0.017	-0.019	0.019
69.745	-0.139	-0.021	0.021	-0.024	0.024
79.775	-0.107	-0.030	0.030	-0.035	0.035
89.592	-0.230	-0.058	0.058	-0.067	0.067
99.533	-0.095	-0.096	0.096	-0.110	0.110
109.614	-0.122	-0.077	0.077	-0.089	0.089
119.726	-0.184	-0.052	0.052	-0.061	0.061
130.036	-0.075	-0.041	0.041	-0.048	0.048
139.853	-0.197	-0.036	0.036	-0.041	0.041
149.878	-0.159	-0.051	0.051	-0.058	0.058
160.044	-0.284	0.000	0.000	-0.320	0.320
