29.587	0.137	-0.052	0.052
39.385	0.192	-0.016	0.016
49.201	0.198	-0.014	0.014
59.046	0.125	-0.014	0.014
69.281	-0.022	-0.019	0.019
79.144	-0.146	-0.027	0.027
89.348	-0.206	-0.033	0.033
99.242	-0.415	-0.104	0.104
109.421	-0.409	-0.082	0.082
119.567	-0.310	-0.052	0.052
129.682	-0.124	-0.035	0.035
140.144	0.105	-0.033	0.033
150.284	0.220	-0.033	0.033
160.171	0.030	-0.104	0.104
