30.220	0.091	-0.079	0.079
40.196	-0.003	-0.019	0.019
50.207	0.041	-0.019	0.019
60.214	0.067	-0.023	0.023
70.212	0.063	-0.026	0.026
80.191	-0.024	-0.038	0.038
90.200	0.013	-0.068	0.068
100.151	-0.187	-0.128	0.128
110.147	-0.203	-0.090	0.090
120.082	-0.466	-0.109	0.109
130.122	-0.305	-0.053	0.053
140.203	0.024	-0.045	0.045
150.219	0.088	-0.045	0.045
160.573	0.125	-0.308	0.308
