   0.00   0.12778E+01   0.53608E+02   0.72889E+02
   4.19   0.13416E+01   0.57798E+02   0.68635E+02
   6.62   0.14055E+01   0.60228E+02   0.66142E+02
   8.49   0.14694E+01   0.62099E+02   0.64207E+02
  10.05   0.15333E+01   0.63659E+02   0.62583E+02
  11.41   0.15972E+01   0.65013E+02   0.61165E+02
  12.61   0.16611E+01   0.66216E+02   0.59898E+02
  13.70   0.17250E+01   0.67303E+02   0.58747E+02
  14.70   0.17889E+01   0.68296E+02   0.57690E+02
  15.62   0.18527E+01   0.69212E+02   0.56711E+02
  16.47   0.19166E+01   0.70062E+02   0.55797E+02
  17.27   0.19805E+01   0.70856E+02   0.54939E+02
  18.01   0.20444E+01   0.71601E+02   0.54130E+02
  18.72   0.21083E+01   0.72303E+02   0.53365E+02
  19.38   0.21722E+01   0.72966E+02   0.52637E+02
  20.02   0.22361E+01   0.73595E+02   0.51944E+02
  20.62   0.23000E+01   0.74193E+02   0.51283E+02
  21.19   0.23638E+01   0.74763E+02   0.50649E+02
  21.74   0.24277E+01   0.75306E+02   0.50041E+02
  22.26   0.24916E+01   0.75827E+02   0.49457E+02
  22.77   0.25555E+01   0.76325E+02   0.48895E+02
  23.25   0.26194E+01   0.76803E+02   0.48353E+02
  23.71   0.26833E+01   0.77262E+02   0.47830E+02
  24.16   0.27472E+01   0.77704E+02   0.47324E+02
  24.59   0.28111E+01   0.78130E+02   0.46834E+02
  25.00   0.28749E+01   0.78540E+02   0.46360E+02
  25.40   0.29388E+01   0.78936E+02   0.45900E+02
  25.79   0.30027E+01   0.79319E+02   0.45454E+02
  26.17   0.30666E+01   0.79689E+02   0.45020E+02
  26.53   0.31305E+01   0.80047E+02   0.44598E+02
  26.88   0.31944E+01   0.80393E+02   0.44188E+02
  27.23   0.32583E+01   0.80729E+02   0.43788E+02
  27.56   0.33222E+01   0.81054E+02   0.43399E+02
  27.88   0.33860E+01   0.81370E+02   0.43019E+02
  28.19   0.34499E+01   0.81677E+02   0.42649E+02
  28.50   0.35138E+01   0.81975E+02   0.42287E+02
  28.79   0.35777E+01   0.82264E+02   0.41934E+02
  29.08   0.36416E+01   0.82545E+02   0.41589E+02
  29.36   0.37055E+01   0.82819E+02   0.41251E+02
  29.64   0.37694E+01   0.83085E+02   0.40921E+02
  29.90   0.38333E+01   0.83344E+02   0.40598E+02
  30.16   0.38971E+01   0.83597E+02   0.40282E+02
  30.42   0.39610E+01   0.83842E+02   0.39972E+02
  30.67   0.40249E+01   0.84082E+02   0.39668E+02
  30.91   0.40888E+01   0.84316E+02   0.39371E+02
  31.14   0.41527E+01   0.84544E+02   0.39079E+02
  31.38   0.42166E+01   0.84766E+02   0.38793E+02
  31.60   0.42805E+01   0.84983E+02   0.38512E+02
  31.82   0.43444E+01   0.85194E+02   0.38237E+02
  32.04   0.44083E+01   0.85401E+02   0.37966E+02
  32.25   0.44721E+01   0.85603E+02   0.37700E+02
  32.46   0.45360E+01   0.85800E+02   0.37439E+02
  32.66   0.45999E+01   0.85993E+02   0.37183E+02
  32.86   0.46638E+01   0.86181E+02   0.36931E+02
  33.05   0.47277E+01   0.86365E+02   0.36683E+02
  33.25   0.47916E+01   0.86545E+02   0.36439E+02
  33.43   0.48555E+01   0.86720E+02   0.36200E+02
  33.62   0.49194E+01   0.86892E+02   0.35964E+02
  33.80   0.49832E+01   0.87061E+02   0.35732E+02
