1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1.04625		-0.00209651		-3.16341e-05		9.90195e-07		-5.20061e-09		0
1.09075		-0.00427806		1.17059e-05		6.12612e-07		-3.95466e-09		0
1.13154		-0.00553605		2.26726e-05		6.37344e-07		-4.29202e-09		0
1.16776		-0.0114171		0.000247334		-2.46729e-06		1.02974e-08		0
1.10023		-0.0091565		0.000241628		-2.89502e-06		1.41453e-08		0
1.11139		-0.011995		0.00033659		-4.02989e-06		1.76238e-08		0
1.14062		-0.0133744		0.000358675		-4.14087e-06		1.762e-08		0
1.11864		-0.00990243		0.000241707		-2.65253e-06		1.12679e-08		0
1.11504		-0.00806255		0.000175173		-1.81052e-06		7.94186e-09		0
1.12271		-0.0100115		0.000261971		-3.1239e-06		1.47511e-08		0
1.04355		-0.00509437		0.000126817		-1.47571e-06		6.76355e-09		0
1.07464		-0.00728965		0.000186399		-2.17071e-06		9.69524e-09		0
1.06591		-0.00547479		0.000118688		-1.22313e-06		5.3142e-09		0
1.10604		-0.00851163		0.000214448		-2.44859e-06		1.08679e-08		0
1.08289		-0.00536208		0.000121585		-1.4238e-06		7.34627e-09		0
1.02441		-0.00169561		8.41788e-06		9.31874e-08		-4.08903e-10		0
0.9666		0.00441894		-0.000181642		2.40349e-06		-1.00862e-08		0
0.96721		0.00473911		-0.000187937		2.40874e-06		-9.71875e-09		0
1.13456		-0.0115151		0.000329163		-4.12197e-06		1.88945e-08		0
0.941171		0.00858587		-0.000314195		4.06583e-06		-1.69179e-08		0
