0.888593		0.00651115		-0.000200148		2.38815e-06		-9.24862e-09		0
0.946552		-0.00198655		7.45196e-05		-9.5319e-07		4.7217e-09		0
0.948311		-0.00359489		0.00014416		-2.00261e-06		1.00656e-08		0
0.993286		-0.00633576		0.000231027		-3.23115e-06		1.65405e-08		0
0.980837		-0.00505292		0.000215488		-3.38678e-06		1.94127e-08		0
1.00873		-0.00536666		0.000160268		-1.94045e-06		8.77103e-09		0
0.999588		-0.00380344		0.000110666		-1.34897e-06		6.36902e-09		0
1.01163		-0.00518944		0.0001511		-1.83166e-06		8.5419e-09		0
1.03251		-0.00744481		0.000228482		-2.90281e-06		1.39191e-08		0
1.03426		-0.00802253		0.00027364		-3.80511e-06		1.97178e-08		0
1.00591		-0.00536952		0.000164656		-2.0379e-06		9.27146e-09		0
1.01997		-0.00588762		0.000175842		-2.14158e-06		9.59842e-09		0
1.04808		-0.00732267		0.000208519		-2.48482e-06		1.10342e-08		0
1.04228		-0.00657439		0.000190169		-2.34788e-06		1.10523e-08		0
1.06228		-0.00865157		0.000270181		-3.58315e-06		1.78709e-08		0
0.920713		0.00261404		-7.28041e-05		8.31621e-07		-2.94979e-09		0
0.929298		0.0029971		-9.51281e-05		1.14847e-06		-4.3062e-09		0
0.964065		0.00125269		-6.01355e-05		8.74462e-07		-3.59329e-09		0
1.01566		-0.0032235		7.83302e-05		-8.47374e-07		3.95773e-09		0
1.05721		-0.00778062		0.000233243		-2.97962e-06		1.44516e-08		0
0.969588		0.0012432		-2.90614e-05		9.35681e-08		1.12411e-09		0
1.01115		0.000482632		-5.22254e-05		7.25743e-07		-2.62156e-09		0
0.97207		0.0041681		-0.000159567		 1.99163e-06		-7.76032e-09		0
1.02599		-0.000130711		-3.89578e-05		6.14025e-07		-2.11472e-09		0
1.03486		-0.0029692		7.35931e-05		-1.00747e-06		5.9929e-09		0
