89.5214	26.5414
87.2447	10.4056
89.0556	13.0787
59.3725	64.8029
87.2427	31.2234
23.0327	89.9954
89.9573	18.1514
85.2658	33.1298
39.0057	81.1275
76.9876	45.296
20.8834	90.7513
38.7672	81.3347
89.796	19.7815
40.315	81.5687
86.9804	29.7346
23.7323	90.7277
12.7878	91.4461
56.4127	67.7129
39.8909	81.8436
20.7889	89.642
63.614	60.8403
88.7965	28.9842
61.4005	62.7699
66.7206	57.4467
87.7643	28.3949
69.7234	53.9227
5.78411	77.2433
88.1548	30.6549
32.0039	85.7617
91.4877	23.5114
50.0805	72.8378
44.2531	77.1904
69.852	53.5789
55.4679	68.1814
90.0638	18.7439
70.5193	53.0602
88.1665	28.6628
38.3077	82.0524
43.8404	78.21
57.418	66.6076
72.503	50.7648
72.0585	52.0357
83.0922	37.471
32.4551	86.9657
89.9137	22.2067
14.1202	88.3152
77.1652	45.9529
69.7412	53.8671
90.8644	22.7992
85.3052	34.1084
26.9995	88.7519
46.7802	76.2012
86.3202	33.1053
34.8517	84.8558
91.0463	13.5477
72.1907	4.62653
33.2329	85.1104
92.0752	16.6426
38.4723	82.7741
48.3608	75.0281
86.6458	7.86035
77.6786	44.135
45.6917	77.1118
83.8692	36.3597
57.1258	67.0585
66.8899	57.0192
11.5635	86.9952
88.3386	28.3795
88.1467	10.9536
62.743	61.2932
49.596	73.9687
79.9099	41.7684
78.4443	42.7386
2.65676	33.656
8.37847	86.724
13.4209	90.9313
28.2801	88.2319
33.9982	84.4241
26.9818	88.0223
52.8561	71.0205
78.2213	43.6921
50.0538	72.9128
84.2878	34.728
62.2796	62.0804
82.4582	6.52194
41.6791	80.2777
79.4345	6.06689
48.7613	73.9601
9.40564	86.08
80.457	41.7569
2.76203	30.0723
18.0769	91.4858
25.3239	90.2094
3.78199	22.8109
92.0324	19.6838
35.9495	83.7907
15.4249	91.2355
83.8621	35.1039
37.682	82.7136
15.6969	5.90541
74.2562	48.726
31.0771	85.7529
49.2491	74.4435
8.30158	83.1695
60.4433	63.8195
24.0716	90.8622
16.6665	91.7932
36.5498	83.6053
90.3833	23.0988
89.6431	21.7343
91.4213	19.2584
73.3819	50.0067
10.4343	85.7427
45.5845	77.3275
19.2427	4.92615
75.2925	47.1604
66.9067	56.8041
89.8304	19.324
36.1777	84.4497
3.77424	70.0911
27.9979	87.953
75.4559	47.7763
60.23	64.053
38.5426	81.9568
14.8472	89.2556
88.8847	25.4933
71.6416	51.9539
53.0757	70.3094
47.44	74.9265
30.9081	86.3151
16.5398	90.2944
63.5504	60.1565
77.0205	45.1001
21.5038	90.6847
65.1223	58.6031
66.8116	57.3777
92.0142	14.8891
83.9999	35.4643
41.8892	79.242
82.03	39.6256
89.0006	11.392
52.397	71.4888
46.5178	75.8094
64.5972	59.415
63.674	2.64418
77.1656	44.5599
88.7017	29.2428
