15	15	185	125.931	35.356	0.837852	-0.0506528	0.0852497	-0.267009	0.121763	0.0903513	0.0742634	0	5
15	15	195	135.324	37.3458	0.847373	-0.0357129	0.105386	-0.223904	0.129697	0.137821	0.0752207	0	6
15	15	205	139.476	40.8254	0.852237	0.091389	0.0784811	-0.172623	0.120849	-0.0316803	0.0724384	0	7
15	15	215	141.916	47.1455	0.854741	0.0383188	0.0839307	-0.119895	0.115272	-0.064997	0.0716501	0.80364	8
15	15	225	144.959	55.1752	0.857068	-0.00761495	0.0755679	-0.333036	0.092612	-0.0342152	0.0558512	0.691508	9
15	15	235	149.182	58.807	0.859721	0.0222929	0.0684401	0.117762	0.0981026	-0.109694	0.0597341	0.48827	10
15	15	245	151.304	63.8582	0.859502	0.11924	0.0539176	0.179335	0.0854096	-0.258457	0.0514421	0.350595	11
15	15	255	152.682	71.4067	0.857136	0.122433	0.0507694	0.494981	0.0834436	-0.192565	0.0495756	0.306785	12
15	15	265	153.707	83.2273	0.852877	0.211468	0.0376439	0.321754	0.0632654	-0.2146	0.0378551	0.419906	13
15	15	275	154.446	102.138	0.847567	0.20444	0.0305485	0.511235	0.0519049	-0.279096	0.0298294	0.730316	14
15	18	185	118.16	35.0212	0.831867	-0.185212	0.0700109	0.0224812	0.116908	-0.138407	0.0679031	0	5
15	18	195	128.346	36.7861	0.841409	-0.202068	0.0711328	0.00197954	0.104546	-0.125816	0.0634048	0	6
15	18	205	133.84	39.54	0.847024	-0.130341	0.054366	-0.12278	0.0907024	-0.0939889	0.0530276	0	7
15	18	215	137.784	43.2503	0.850524	-0.111674	0.0607488	-0.129863	0.0857606	-0.0664446	0.0533995	0.709454	8
15	18	225	140.015	49.9471	0.851471	-0.199313	0.0569786	-0.349435	0.0764762	-0.0493734	0.0465423	0.518474	9
15	18	235	143.66	53.9643	0.852766	-0.0697668	0.0671371	-0.339556	0.0756493	-0.00135527	0.0481759	0.380254	10
15	18	245	145.79	59.7096	0.851943	-0.0390285	0.0536351	-0.331617	0.0713706	-0.176719	0.0424521	0.339956	11
15	18	255	147.297	68.0399	0.849218	0.000497395	0.055084	-0.282152	0.0696639	-0.177581	0.04127	0.416887	12
15	18	265	148.465	79.4226	0.844724	-0.0513008	0.0459901	-0.251545	0.0612943	-0.130202	0.0361667	0.612847	13
15	18	275	149.385	98.0936	0.839585	0.0913174	0.0414319	-0.179421	0.0544949	-0.197976	0.032139	0.768223	14
15	20	185	114.665	34.9631	0.82848	-0.0775518	0.0613413	-0.191975	0.0903397	-0.00846343	0.0472828	0	5
15	20	195	124.651	36.8106	0.837601	-0.129073	0.058738	-0.114218	0.0825146	0.0213942	0.0491891	0	6
15	20	205	130.366	39.3821	0.842941	-0.183157	0.054656	0.0552778	0.081974	-0.19758	0.0470985	0.774769	7
15	20	215	134.211	43.0561	0.845908	-0.242456	0.0532952	-0.0291888	0.0723613	-0.046782	0.0441098	0.604752	8
15	20	225	137.025	48.6377	0.846988	-0.179032	0.0474891	-0.293056	0.0618835	-0.0851465	0.0374674	0.401333	9
15	20	235	140.322	52.7001	0.847442	-0.265906	0.0463263	-0.20315	0.0651794	-0.0942744	0.039489	0.346764	10
15	20	245	142.346	58.7254	0.845892	-0.212552	0.0456321	-0.359331	0.0600735	-0.0291032	0.036969	0.394399	11
15	20	255	143.941	66.5642	0.842479	-0.164341	0.0504163	-0.50131	0.0554233	-0.0332282	0.0333893	0.598567	12
15	20	265	145.147	79.2815	0.838072	-0.176822	0.0458481	-0.493696	0.0539144	-0.0999003	0.03043	0.756171	13
