16	16	195	128.009	38.2656	0.840487	-0.0559834	0.0932549	-0.165613	0.131067	0.0598286	0.0757783	0	6
16	16	205	135.09	40.8745	0.847922	-0.0772612	0.0806633	-0.339694	0.116725	0.0140953	0.075341	0	7
16	16	245	148.379	62.3375	0.857719	0.116726	0.0624284	0.0657715	0.0901586	-0.0387957	0.0525799	0.445208	11
16	16	255	150.154	68.3898	0.856309	0.131892	0.0497555	0.16244	0.0800636	-0.206481	0.0476786	0.310482	12
16	16	265	151.412	77.0015	0.852768	0.178027	0.0434069	0.216401	0.0690296	-0.166303	0.0437206	0.388915	13
16	16	275	152.344	91.0249	0.847861	0.180507	0.0352553	0.378979	0.0577341	-0.219804	0.0342693	0.62074	14
16	18	175	110.292	36.1527	0.825446	0.191154	0.119045	-0.256767	0.164754	0.217222	0.0923075	0	4
16	18	255	147.664	72.8337	0.848165	0.0852511	0.0477516	-0.138195	0.0669991	-0.183124	0.0404892	0.416551	12
16	18	265	148.748	85.3017	0.843288	0.0485437	0.0387372	-0.0686032	0.0566553	-0.196974	0.0339625	0.623155	13
16	18	275	149.62	104.337	0.837821	0.0510131	0.0330779	-0.0509796	0.0474855	-0.25254	0.0279406	0.797702	14
16	20	205	131.299	42.6806	0.843699	-0.315706	0.0622685	0.087633	0.0899557	-0.0649453	0.0543199	0.80954	7
16	20	245	142.857	62.7764	0.845098	-0.18055	0.0461654	-0.472347	0.0551648	0.0126202	0.0319993	0.362915	11
16	22	185	119.547	38.1388	0.8318	-0.252683	0.0570524	0.0278017	0.0882209	-0.125327	0.0472916	0	5
16	22	195	125.656	40.5617	0.837179	-0.300435	0.0508304	0.026593	0.0743129	-0.172214	0.0417447	0.811143	6
16	22	245	140.377	64.3832	0.836373	-0.251938	0.0369193	-0.512426	0.0436354	0.00924902	0.0252319	0.626959	11
16	24	175	106.282	36.654	0.818655	-0.208918	0.06275	-0.0812121	0.0860953	0.00183404	0.0487067	0	4
16	24	185	116.369	38.3431	0.827215	-0.238363	0.0470948	0.0509582	0.0744226	-0.0563251	0.0432966	0	5
16	24	195	122.882	40.6528	0.832509	-0.211185	0.0416386	0.0259556	0.0625281	-0.16229	0.0384728	0.748476	6
16	24	235	135.631	57.3781	0.832679	-0.290692	0.0322604	-0.296932	0.0432197	0.00551376	0.0256011	0.532734	10
16	24	245	137.266	65.0531	0.82884	-0.319316	0.0334373	-0.246143	0.046028	0.0221832	0.0274648	0.732797	11
16	24	255	138.546	76.1076	0.823882	-0.226008	0.0357523	-0.430834	0.0448573	0.0122316	0.0270423	0	12
16	26	175	106.954	37.0246	0.816944	-0.158342	0.0477303	0.0932078	0.0720157	-0.096434	0.0420424	0	4
