1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1		0		0		0		0		0
1.09293		-0.0175184		0.000656916		-9.58041e-06		4.82574e-08		0
1.02972		-0.0102333		0.000343043		-4.55576e-06		2.18536e-08		0
1.07326		-0.0127838		0.000408903		-5.38212e-06		2.57273e-08		0
1.13432		-0.0141951		0.000392723		-4.73588e-06		2.13697e-08		0
1.05624		-0.00420588		5.67069e-05		-6.42532e-07		6.42647e-09		0
1.08752		-0.0175891		0.000663507		-9.83235e-06		5.14442e-08		0
1.04485		-0.0121729		0.00042512		-5.84655e-06		2.91925e-08		0
1.02103		-0.00656515		0.000172988		-1.88792e-06		8.64169e-09		0
1.13264		-0.0158836		0.000502723		-6.93246e-06		3.56706e-08		0
1.16107		-0.0142429		0.000407396		-5.42149e-06		2.74369e-08		0
0.864819		0.00188925		-2.53116e-05		5.9139e-07		-4.33924e-09		0
0.977815		-0.00606089		0.000205269		-2.35628e-06		8.86569e-09		0
1.01159		-0.00709292		0.000215433		-2.57395e-06		1.18674e-08		0
1.14483		-0.0185874		0.000662847		-1.03467e-05		5.98505e-08		0
1.17213		-0.0153026		0.00048542		-7.24769e-06		4.09367e-08		0
