-2.25051		134.526		43.3553		59.5949
107.607		-68.7495		41.8634		62.617
66.2574		-4.16387		24.98		94.2784
-14.5602		-42.5634		17.5201		104.905
18.3299		-100.166		35.5494		75.2206
129.417		45.4174		43.905		58.4809
-57.9043		-34.8598		25.375		93.6388
-66.2513		38.6808		28.2963		88.7065
-62.7542		34.9959		26.7586		91.346
93.7224		-103.593		44.431		57.4155
15.1969		-45.22		18.5092		103.669
-37.8621		-82.4573		32.4863		81.0952
-80.1874		8.78		29.5134		86.555
78.2031		-55.9909		34.0174		78.1859
55.3852		-70.6018		32.199		81.6342
-33.7895		28.4938		17.2325		105.254
-103.033		-12.7968		36.0769		74.1886
48.8047		40.2694		23.9424		95.9247
83.2553		-79.3523		38.9076		68.5734
111.985		48.7942		40.6039		65.1626
28.1966		-76.2927		29.717		86.1901
60.9259		-91.1761		37.5795		71.2221
81.2724		-4.71618		29.739		86.1506
21.8884		110.603		38.3516		69.685
-41.5724		57.9025		26.575		91.6548
-99.1379		-33.3262		36.2772		73.7952
-79.2096		-82.9801		38.835		68.7186
-56.3242		-31.8991		24.4297		95.1576
54.9198		-45.0861		26.5026		91.7762
86.6302		28.7002		32.6365		80.8124
-41.375		-79.1331		32.0731		81.8697
22.8932		-64.4513		25.6398		93.2062
-41.6742		-55.2326		25.8989		92.7802
76.669		-65.4318		35.2728		75.7596
87.1021		-95.7852		42.2563		61.8215
81.1743		-67.5081		36.5346		73.2889
-100.006		-98.4499		44.5611		57.1521
28.9581		-107.971		38.1131		70.1606
12.6664		52.1848		20.6485		100.806
-39.8541		-84.1177		33.1527		79.8363
15.5491		107.535		37.3247		71.7277
36.6484		-49.213		23.2965		96.9242
-69.4052		19.3295		26.8207		91.2411
5.28208		-38.6456		15.308		107.457
40.3013		108.065		38.9858		68.4167
-130.451		-45.2759		44.0985		58.0889
-91.8774		100.415		43.6852		58.9264
-97.2214		-87.5853		42.5608		61.2048
-53.9943		118.206		42.3634		61.6046
29.297		-30.3305		16.4848		106.137
75.0257		6.85843		27.865		89.4561
-72.9479		-57.7903		33.1481		79.8449
-111.932		-52.2243		40.9181		64.5285
56.5102		-45.6585		27.0138		90.9143
56.6289		-7.29896		21.8351		99.1106
-60.6692		-9.90566		23.3347		96.8656
-33.1893		50.2469		22.9083		97.5154
-32.367		-33.4845		18.098		104.19
1.67552		-60.2922		22.9413		97.4653
53.722		-16.195		21.4922		99.6079
127.768		53.6474		44.1998		57.8839
-34.0335		-69.1683		28.4119		88.5045
31.8077		-56.9994		24.6107		94.8699
-35.9308		98.2209		36.2765		73.7967
-27.2806		121.6		41.171		64.0174
102.264		43.6276		37.9622		70.4613
-85.3464		14.2894		31.2686		83.3641
