-4.604		69.0792		25.9124		92.7578
4.06999		68.9282		25.8525		92.8567
-3.7177		68.9611		25.8567		92.8497
-0.128365		69.3521		25.9514		92.6935
10.6183		68.4334		25.9189		92.7472
-3.35229		69.0269		25.872		92.8245
-0.977893		68.9745		25.8307		92.8925
-6.14832		68.4036		25.7322		93.0546
-3.72001		68.6025		25.74		93.0418
1.36699		69.141		25.887		92.7997
-6.39974		68.9896		25.9298		92.7291
-0.830487		68.9102		25.8091		92.9281
1.57875		68.982		25.8368		92.8826
-2.00813		69.3135		25.9482		92.6986
-0.0596648		69.3873		25.9628		92.6746
-0.121979		68.9555		25.8223		92.9064
6.30281		68.485		25.7632		93.0036
7.07874		68.8529		25.907		92.7667
1.35296		68.4689		25.6679		93.1602
1.58295		68.9517		25.8269		92.8988
1.60615		68.7724		25.7687		92.9947
-8.45929		68.571		25.8663		92.8339
-9.47525		68.4402		25.867		92.8327
-3.77167		68.6934		25.7706		92.9916
4.80029		68.701		25.7939		92.9531
8.33724		68.5343		25.8496		92.8614
6.25838		68.4264		25.7429		93.0371
8.83875		68.8535		25.9729		92.6579
3.15933		68.9853		25.8555		92.8517
9.10605		68.8293		25.9763		92.6522
-5.08739		69.251		25.9791		92.6476
-1.09697		68.4218		25.651		93.1879
-6.10747		69.1926		25.9869		92.6347
0.00627248		68.4652		25.6623		93.1694
-2.63858		69.3505		25.9671		92.6675
9.09454		68.6982		25.9336		92.7229
-2.68803		68.4097		25.6614		93.1708
1.18355		69.2625		25.9255		92.7363
1.36712		68.5052		25.6798		93.1406
2.41223		69.4457		25.9954		92.6207
4.92999		68.6468		25.7793		92.9773
2.95551		68.9074		25.8272		92.8983
-5.55383		68.8336		25.8554		92.8519
2.8319		68.7744		25.7822		92.9724
-6.72579		68.7931		25.8762		92.8176
4.61321		68.4634		25.7124		93.0871
-2.77872		68.8454		25.8046		92.9355
-5.09167		69.2531		25.9799		92.6463
0.230573		69.1926		25.8996		92.779
-6.89825		68.4409		25.7675		92.9965
6.1749		68.6491		25.8127		92.9222
-10.1804		68.5536		25.9361		92.7186
-3.72261		69.1718		25.9252		92.7366
3.57819		68.9663		25.856		92.8509
-10.6903		68.4258		25.92		92.7452
-5.304		68.4326		25.7187		93.0769
-1.10116		68.5989		25.7089		93.093
-7.031		69.0973		25.9845		92.6388
4.75073		68.4087		25.6977		93.1114
-5.36836		69.0519		25.9215		92.7429
-7.41397		68.4039		25.7731		92.9875
